Groupe,Nom scientifique,Nom vernaculaire,Nb en 1 jour,Date,Mois numéro,Mois,Département,Commune,Y,X,Observation,Habitat,Coche,Altitude,Observateur
Coléoptères,Oenopia conglobata,Coccinelle rose,7,05/01/2021,1,01Janvier,Finistère,Combrit,47.86,-4.164139,Battage,Cyprès,FAUX,2.583268404006958,Enna
Rhopalocères,Thecla betulae,Thécla du bouleau,7,05/01/2021,1,01Janvier,Finistère,Combrit,47.858385,-4.166747,A vue,Prunellier,FAUX,1.7034088373184204,Enna
Arachnides,Gibbaranea gibbosa,Epeire à bosses,7,05/01/2021,1,01Janvier,Finistère,Combrit,47.86,-4.164139,Battage,Chêne,FAUX,2.583268404006958,Enna
Hémiptères,Tuberolachnus salignus,Puceron géant du saule,7,05/01/2021,1,01Janvier,Finistère,Combrit,47.860839,-4.165293,Battage,Saule,VRAI,3.6497621536254883,Enna
Hémiptères,Liguropia juniperi,/,7,05/01/2021,1,01Janvier,Finistère,Ile Tudy,47.860839,-4.165293,Battage,Cyprès,VRAI,3.6497621536254883,Enna
Hémiptères,Physatocheila dumetorum,/,7,05/01/2021,1,01Janvier,Finistère,Combrit,47.860839,-4.165293,Battage,Aubépine,VRAI,3.6497621536254883,Enna
Hémiptères,Platycranus bicolor,/,7,05/01/2021,1,01Janvier,Finistère,Combrit,47.860839,-4.165293,Battage,Genêt,VRAI,3.6497621536254883,Enna
Diptères,Geomyza tripunctata,Mouche des graminées,3,06/01/2021,1,01Janvier,Finistère,Île-Tudy,47.84484,-4.167087,Battage,Cyprès,VRAI,2.784954071044922,Enna
Diptères,Tephritis vespertina,/,3,06/01/2021,1,01Janvier,Finistère,Île-Tudy,47.84484,-4.167087,Battage,Cyprès,FAUX,2.784954071044922,Enna
Arachnides,Zygiella x-notata,Epeire des fenêtres,3,06/01/2021,1,01Janvier,Finistère,Île-Tudy,47.847861,-4.165726,Battage,Cyprès,FAUX,5.147885322570801,Enna
Hémiptères,Issus coleoptratus,Cigale bossue,2,07/01/2021,1,01Janvier,Finistère,Île-Tudy,47.848959,-4.165555,Battage,Cotoneaster,FAUX,4.615787029266357,Enna
Rhopalocères,Vanessa atalanta,Vulcain,2,07/01/2021,1,01Janvier,Finistère,Île-Tudy,47.848959,-4.165555,A vue,Jardin,FAUX,4.615787029266357,Enna
Insectes tricheurs,Ascalaphus encadrus,Ascalaphe créé avec amour,1,09/01/2021,1,01Janvier,Hérault,Montpellier,43.629843,3.844633,A vue,Appartement,FAUX,52.773399353027344,Enna
Hémiptères,Gonocerus insidiator,/,6,17/01/2021,1,01Janvier,Hérault,Laroque,43.91737,3.740518,Battage,Chêne,FAUX,314.9337463378906,Enna
Hémiptères,Gonocerus acuteangulatus,Gonocère du buis,6,17/01/2021,1,01Janvier,Hérault,Laroque,43.91737,3.740518,Battage,Lierre,FAUX,314.9337463378906,Enna
Coléoptères,Oenopia lyncea,/,6,17/01/2021,1,01Janvier,Hérault,Laroque,43.91737,3.740518,Battage,Chêne,FAUX,314.9337463378906,Enna
Hémiptères,Synophropsis lauri,Cicadelle du laurier,6,17/01/2021,1,01Janvier,Hérault,Laroque,43.91737,3.740518,Battage,Chêne,VRAI,314.9337463378906,Enna
Hémiptères,Raglius alboacuminatus,/,6,17/01/2021,1,01Janvier,Hérault,Laroque,43.91737,3.740518,Battage,Lierre,VRAI,314.9337463378906,Enna
Arachnides,Icius subinermis,/,6,17/01/2021,1,01Janvier,Hérault,Laroque,43.91737,3.740518,Battage,Lierre,FAUX,314.9337463378906,Enna
Orthoptères,Anacrydium aegyptium,Criquet egyptien,3,24/01/2021,1,01Janvier,Hérault,Mireval,43.522456,3.819826,Fauchage,Hautes herbes,FAUX,18.819316864013672,Enna
Orthoptères,Acrotylus fischeri,Oedipode occidentale,3,24/01/2021,1,01Janvier,Hérault,Mireval,43.522907,3.819151,A vue,Au sol,FAUX,25.420141220092773,Enna
Coléoptères,Crioceris paracenthesis,Criocère de l'asperge,3,24/01/2021,1,01Janvier,Hérault,Mireval,43.523543,3.819344,Battage,Ciste,VRAI,25.479190826416016,Enna
Arachnides,Dermacentor marginatus,/,5,26/01/2021,1,01Janvier,Hérault,Saint-Guilhem-le-Désert,43.705055,3.558791,Battage,Lierre,FAUX,48.30875015258789,Enna
Arachnides,Aphantaulax trifasciata,/,5,26/01/2021,1,01Janvier,Hérault,Saint-Guilhem-le-Désert,43.70455,3.558763,Battage,Chêne,VRAI,49.85117721557617,Enna
Arachnides,Nigma walckenaeri,/,5,26/01/2021,1,01Janvier,Hérault,Saint-Guilhem-le-Désert,43.70313,3.559959,Battage,Chêne,VRAI,57.17721176147461,Enna
Coléoptères,Deroplia genei,/,5,26/01/2021,1,01Janvier,Hérault,Saint-Guilhem-le-Désert,43.704748,3.558835,Battage,Chêne,VRAI,49.521263122558594,Enna
Coléoptères,Dorytomus longimanus,/,5,26/01/2021,1,01Janvier,Hérault,Saint-Guilhem-le-Désert,43.705991,3.559196,Battage,Chêne,VRAI,52.60904312133789,Enna
Diptères,Tephritis matricariae,/,5,27/01/2021,1,01Janvier,Hérault,Notre-Dame-de-Londres,43.815504,3.779431,Fauchage,Garrigue,VRAI,197.13160705566406,Enna
Diptères,Tephritis divisa,/,5,27/01/2021,1,01Janvier,Hérault,Notre-Dame-de-Londres,43.815504,3.779431,Fauchage,Garrigue,VRAI,197.13160705566406,Enna
Diptères,Tephritis pulchra,/,5,27/01/2021,1,01Janvier,Hérault,Rouet,43.811605,3.800806,Fauchage,Garrigue,VRAI,239.15716552734375,Enna
Hétérocères,Thaumetopoea pityocampa,Processionnaire du pin,5,27/01/2021,1,01Janvier,Hérault,Rouet,43.811605,3.800806,A vue,Pin,FAUX,239.15716552734375,Enna
Hémiptères,Holcogaster fibulata,/,5,27/01/2021,1,01Janvier,Hérault,Rouet,43.811605,3.800806,Battage,Pin,FAUX,239.15716552734375,Enna
Hémiptères,Leptoglossus occidentalis,Punaise américaine,1,28/01/2021,1,01Janvier,Drôme,Vassieux-en-Vercors,44.871049,5.390975,A vue,Appartement,VRAI,1104.41552734375,Enna
Hyménoptères,Apis mellifera,Abeille mellifère,1,06/02/2021,2,02Février,Hérault,Montpellier,43.629843,3.844633,A vue,Balcon,FAUX,52.773399353027344,Enna
Arachnides,Thomisus onustus,Thomise enflé,12,07/02/2021,2,02Février,Hérault,Mourèze,43.618462,3.359218,Battage,Bruyère,FAUX,226.9186553955078,Enna
Coléoptères,Adalia decempunctata,Coccinelle à 10 points,12,07/02/2021,2,02Février,Hérault,Mourèze,43.61965,3.359235,Battage,Chêne,FAUX,237.9788055419922,Enna
Hémiptères,Gonocerus juniperi,Gonocère du genévrier,12,07/02/2021,2,02Février,Hérault,Mourèze,43.620908,3.359504,Battage,Genévrier,FAUX,244.98834228515625,Enna
Psocoptères,Graphopsocus cruciatus,/,12,07/02/2021,2,02Février,Hérault,Mourèze,43.618462,3.359218,Battage,Arbousier,FAUX,226.9186553955078,Enna
Hémiptères,Acrosternum heegeri,/,12,07/02/2021,2,02Février,Hérault,Mourèze,43.619232,3.357421,Battage,Cèdre,FAUX,224.23284912109375,Enna
Hémiptères,Kleidocerys ericae,/,12,07/02/2021,2,02Février,Hérault,Mourèze,43.620082,3.358531,Battage,Pin,FAUX,232.59156799316406,Enna
Hémiptères,Anthocoris nemoralis,/,12,07/02/2021,2,02Février,Hérault,Mourèze,43.619232,3.357421,Battage,Cèdre,VRAI,224.23284912109375,Enna
Arachnides,Larinioides cornutus,Epeire des roseaux,12,07/02/2021,2,02Février,Hérault,Clermont-l'Hérault,43.652695,3.361807,Fauchage,Garrigue,FAUX,183.69142150878906,Enna
Coléoptères,Gonioctena variabilis,/,12,07/02/2021,2,02Février,Hérault,Clermont-l'Hérault,43.652695,3.361807,Battage,Genêt,FAUX,183.69142150878906,Enna
Arachnides,Anelosimus vittatus,/,12,07/02/2021,2,02Février,Hérault,Clermont-l'Hérault,43.661182,3.394483,Battage,Chêne,VRAI,220.18157958984375,Enna
Hétérocères,Peribatodes rhomboidaria,Boarmie commune,12,07/02/2021,2,02Février,Hérault,Clermont-l'Hérault,43.661182,3.394483,Battage,Nerprun,FAUX,220.18157958984375,Enna
Hétérocères,Amphipyra effusa,Noctuelle diffuse,12,07/02/2021,2,02Février,Hérault,Clermont-l'Hérault,43.661182,3.394483,Battage,Nerprun,VRAI,220.18157958984375,Enna
Arachnides,Salticus propinquus,Saltique voisin,1,10/02/2021,2,02Février,Hérault,Montpellier,43.629843,3.844633,A vue,Appartement,VRAI,52.773399353027344,Enna
Coléoptères,Hippodamia variegata,Coccinelle des friches,13,13/02/2021,2,02Février,Hérault,Prades-le-Lez,43.702984,3.869272,Battage,Chêne,FAUX,94.98744201660156,Enna
Arachnides,Gibbaranea bituberculata,Épeire à bosses,13,13/02/2021,2,02Février,Hérault,Prades-le-Lez,43.70261,3.869929,Battage,Ciste,FAUX,98.447021484375,Enna
Arachnides,Pisaura mirabilis,Pisaure admirable,13,13/02/2021,2,02Février,Hérault,Prades-le-Lez,43.702342,3.870213,Fauchage,Garrigue,FAUX,99.2467041015625,Enna
Hyménoptères,Crematogaster scutellaris,Fourmis écussonnée,13,13/02/2021,2,02Février,Hérault,Prades-le-Lez,43.697561,3.85547,Battage,Lierre,FAUX,59.96845245361328,Enna
Collemboles,Sminthurus multipunctatus,/,13,13/02/2021,2,02Février,Hérault,Prades-le-Lez,43.702517,3.869431,Battage,Cèdre,VRAI,98.98347473144531,Enna
Hémiptères,Compsidolon crotchi,/,13,13/02/2021,2,02Février,Hérault,Prades-le-Lez,43.702342,3.870213,Battage,Romarin,VRAI,99.2467041015625,Enna
Hémiptères,Euphyllura olivina,Psylle de l'Olivier,13,13/02/2021,2,02Février,Hérault,Prades-le-Lez,43.702317,3.869986,Battage,Olivier,VRAI,99.37525177001953,Enna
Hémiptères,Corythucha ciliata,Tigre du platane,13,13/02/2021,2,02Février,Hérault,Saint-Clément-de-Rivière,43.717768,3.844174,Sous écorce,Platane,FAUX,77.43829345703125,Enna
Arachnides,Hysterochelifer meridianus,/,13,13/02/2021,2,02Février,Hérault,Saint-Clément-de-Rivière,43.717768,3.844174,Sous écorce,Platane,VRAI,77.43829345703125,Enna
Hémiptères,Arocatus roeselii,/,13,13/02/2021,2,02Février,Hérault,Saint-Clément-de-Rivière,43.717021,3.84496,Sous écorce,Platane,VRAI,73.82257843017578,Enna
Collemboles,Dicyrtomina ornata,/,13,13/02/2021,2,02Février,Hérault,Prades-le-Lez,43.697561,3.85547,Battage,Lierre,FAUX,59.96845245361328,Enna
Coléoptères,Nephus quadrimaculatus,/,13,13/02/2021,2,02Février,Hérault,Prades-le-Lez,43.697561,3.85547,Battage,Lierre,FAUX,59.96845245361328,Enna
Collemboles,Orchesella cincta,/,13,13/02/2021,2,02Février,Hérault,Prades-le-Lez,43.697561,3.85547,Battage,Lierre,VRAI,59.96845245361328,Enna
Arachnides,Synema globosum,Thomise Napoléon,6,19/02/2021,2,02Février,Hérault,Saint-Jean-de-Védas,43.562367,3.821992,Battage,Chêne,FAUX,30.56948471069336,Enna
Arachnides,Simitidion simile,/,6,19/02/2021,2,02Février,Hérault,Saint-Jean-de-Védas,43.562367,3.821992,Battage,Chêne,VRAI,30.56948471069336,Enna
Arachnides,Nigma puella,/,6,19/02/2021,2,02Février,Hérault,Saint-Jean-de-Védas,43.562367,3.821992,Battage,Chêne,FAUX,30.56948471069336,Enna
Arachnides,Macaroeris nidicolens,/,6,19/02/2021,2,02Février,Hérault,Saint-Jean-de-Védas,43.562367,3.821992,Battage,Chêne,VRAI,30.56948471069336,Enna
Arachnides,Kochiura aulica,/,6,19/02/2021,2,02Février,Hérault,Saint-Jean-de-Védas,43.562367,3.821992,Battage,Chêne,VRAI,30.56948471069336,Enna
Hémiptères,Tettigometra griseola,/,6,19/02/2021,2,02Février,Hérault,Saint-Jean-de-Védas,43.562367,3.821992,Battage,Chêne,VRAI,30.56948471069336,Enna
Rhopalocères,Pararge aegeria,Tircis,14,23/02/2021,2,02Février,Hérault,Clapiers,43.659989,3.885118,A vue,Sous-bois,FAUX,99.17547607421875,Enna
Hétérocères,Macroglossum stellatarum,Moro-sphinx,14,23/02/2021,2,02Février,Hérault,Clapiers,43.659962,3.882843,A vue,Romarin,FAUX,87.018341064453125,Enna
Orthoptères,Pyrgomorpha conica,Pyrgomorphe à tête conique,14,23/02/2021,2,02Février,Hérault,Clapiers,43.659962,3.882843,A vue,Au sol,FAUX,87.018341064453125,Enna
Orthoptères,Aiolopus strepens,Oedipode automnales,14,23/02/2021,2,02Février,Hérault,Clapiers,43.659962,3.882843,A vue,Au sol,FAUX,87.018341064453125,Enna
Odonates,Sympecma fusca,Leste brun,14,23/02/2021,2,02Février,Hérault,Clapiers,43.660467,3.882113,A vue,Garrigue,FAUX,72.934783935546875,Enna
Coléoptères,Coccinella septempunctata,Coccinelle à 7 points,14,23/02/2021,2,02Février,Hérault,Clapiers,43.660467,3.882113,A vue,Romarin,FAUX,72.934783935546875,Enna
Myriapodes,Glomeris annulata,Gloméris annelé,14,23/02/2021,2,02Février,Hérault,Clapiers,43.660467,3.882113,Sous caillou,Au sol,FAUX,72.934783935546875,Enna
Coléoptères,Cicindela campestris,Cicindèle champêtre,14,23/02/2021,2,02Février,Hérault,Clapiers,43.660467,3.882113,A vue,Au sol,FAUX,72.934783935546875,Enna
Coléoptères,Tropinota squalida,Cétoine hérissée,14,23/02/2021,2,02Février,Hérault,Clapiers,43.660467,3.882113,A vue,Romarin,FAUX,72.934783935546875,Enna
Coléoptères,Lachnaia cylindrica,/,14,23/02/2021,2,02Février,Hérault,Clapiers,43.660467,3.882113,Battage,Pin,FAUX,72.934783935546875,Enna
Hyménoptères,Osmia cornuta,Osmie cornue,14,23/02/2021,2,02Février,Hérault,Clapiers,43.660467,3.882113,A vue,Romarin,FAUX,72.934783935546875,Enna
Arachnides,Philaeus chrysops,Saltique sanguinolent,14,23/02/2021,2,02Février,Hérault,Clapiers,43.660467,3.882113,Sous caillou,Au sol,FAUX,72.934783935546875,Enna
Diptères,Peleteria meridionalis,/,14,23/02/2021,2,02Février,Hérault,Clapiers,43.660467,3.882113,A vue,Au sol,VRAI,72.934783935546875,Enna
Hémiptères,Deraeocoris punctulatus,/,14,23/02/2021,2,02Février,Hérault,Clapiers,43.660467,3.882113,A vue,Romarin,VRAI,72.934783935546875,Enna
Hémiptères,Coreus marginatus,Corée marginée,6,24/02/2021,2,02Février,Hérault,Montpellier,43.633853,3.860481,A vue,Potager,FAUX,53.157508850097656,Enna
Hémiptères,Oxycarenus lavaterae,Punaise du tilleul,6,24/02/2021,2,02Février,Hérault,Montpellier,43.634271,3.860818,A vue,Hautes herbes,FAUX,53.34428787231445,Enna
Zygentomes,Tricholepisma aurea,/,6,24/02/2021,2,02Février,Hérault,Montpellier,43.633335,3.860683,Sous caillou,Au sol,VRAI,51.120704650878906,Enna
Diptères,Episyrphus balteatus,Syrphe ceinturé,6,24/02/2021,2,02Février,Hérault,Montpellier,43.633079,3.860929,A vue,Brassicacée,FAUX,50.83385467529297,Enna
Hyménoptères,Messor barbarus,/,6,24/02/2021,2,02Février,Hérault,Montpellier,43.633335,3.860683,Sous caillou,Au sol,FAUX,51.120704650878906,Enna
Crustacés,Porcellio spinicornis,/,6,24/02/2021,2,02Février,Hérault,Montpellier,43.633335,3.860683,A vue,Au sol,VRAI,51.120704650878906,Enna
Rhopalocères,Gonepteryx cleopatra,Citron de provence,10,26/02/2021,2,02Février,Hérault,Ferrières-les-Verreries,43.814933,3.854827,A vue,Bord de route,FAUX,305.269287109375,Enna
Rhopalocères,Libythea celtis,Echancré,10,26/02/2021,2,02Février,Hérault,Ferrières-les-Verreries,43.863892,3.822194,A vue,Cime des arbres,FAUX,307.37237548828125,Enna
Arachnides,Uloborus walckenaerius,Ulobore de Walckenaer,10,26/02/2021,2,02Février,Hérault,Ferrières-les-Verreries,43.863882,3.821668,Fauchage,Thym,FAUX,306.84771728515625,Enna
Hémiptères,Piezodorus lituratus,Punaise des genêts,10,26/02/2021,2,02Février,Hérault,Ferrières-les-Verreries,43.862127,3.817423,Battage,Chêne,FAUX,293.37030029296875,Enna
Orthoptères,Tetrix depressa,Tetrix déprimé,10,26/02/2021,2,02Février,Hérault,Ferrières-les-Verreries,43.862127,3.817423,A vue,Au sol,VRAI,293.37030029296875,Enna
Coléoptères,Cicindela maroccana,Cicindèle marocaine,10,26/02/2021,2,02Février,Hérault,Ferrières-les-Verreries,43.862127,3.817423,A vue,Au sol,VRAI,293.37030029296875,Enna
Coléoptères,Lampyris noctiluca,Ver luisant,10,26/02/2021,2,02Février,Hérault,Ferrières-les-Verreries,43.861114,3.81575,A vue,Au sol,FAUX,292.1205749511719,Enna
Hémiptères,Picromerus nigridens,/,10,26/02/2021,2,02Février,Hérault,Ferrières-les-Verreries,43.862127,3.817423,Battage,Chêne,VRAI,293.37030029296875,Enna
Hétérocères,Lasiocampa trifolii,Bombyx du trèfle,10,26/02/2021,2,02Février,Hérault,Ferrières-les-Verreries,43.863882,3.821668,A vue,Thym,FAUX,306.84771728515625,Enna
Hétérocères,Watsonalla uncinula,Hameçon méridional,10,26/02/2021,2,02Février,Hérault,Ferrières-les-Verreries,43.862127,3.817423,Battage,Chêne,FAUX,293.37030029296875,Enna
Coléoptères,Geotrupes stercorarius,Géotrupe du fumier,3,01/03/2021,3,03Mars,Ariège,Sentein,42.835936,0.946234,A vue,Au sol,VRAI,1056.5849609375,Enna
Rhopalocères,Celastrina argiolus,Azuré des Nerpruns,3,01/03/2021,3,03Mars,Ariège,Sentein,42.875498,0.951158,A vue,Jardin,FAUX,762.53411865234375,Enna
Collemboles,Entomobrya albocincta,/,3,01/03/2021,3,03Mars,Ariège,Sentein,42.875171,0.951649,Sous écorce,Platane,VRAI,754.79248046875,Enna
Coléoptères,Halyzia sedecimguttata,Coccinelle orange,1,02/03/2021,3,03Mars,Ariège,Sentein,42.875176,0.950843,Battage,Lierre,FAUX,764.27752685546875,Enna
Dermaptères,Forficula auricularia,/,3,03/03/2021,3,03Mars,Ariège,Sentein,42.82302,0.921501,Sous caillou,Au sol,FAUX,1189.1322021484375,Enna
Coléoptères,Chrysolina marginata,/,3,03/03/2021,3,03Mars,Ariège,Sentein,12.82302,0.921501,Sous caillou,Au sol,VRAI,NA,Enna
Coléoptères,Timarcha goettingensis,/,3,03/03/2021,3,03Mars,Ariège,Sentein,12.82302,0.921501,A vue,Au sol,VRAI,NA,Enna
Arachnides,Nuctenea umbratica,Epeire des fissures,1,05/03/2021,3,03Mars,Ariège,Sentein,42.875171,0.951649,Sous écorce,Platane,FAUX,754.79248046875,Enna
Hyménoptères,Xylocopa violacea,Xylocope violet,1,08/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291622,5.989651,A vue,Romarin,VRAI,769.77886962890625,Enna
Hémiptères,Bathysolen nubilus,/,1,09/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291622,5.989651,Grattage litière,Au sol,VRAI,769.77886962890625,Enna
Hémiptères,Vilpianus galii,/,3,10/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291622,5.989651,Grattage litière,Au sol,FAUX,769.77886962890625,Enna
Hémiptères,Spilostethus pandurus,/,3,10/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291622,5.989651,Grattage litière,Au sol,FAUX,769.77886962890625,Enna
Hémiptères,Derula flavoguttata,/,3,10/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291622,5.989651,Grattage litière,Au sol,VRAI,769.77886962890625,Enna
Mantoptères,Empusa pennata,Empuse pénnée,3,11/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291622,5.989651,A vue,Thym,FAUX,769.77886962890625,Enna
Coléoptères,Chrysolina kuesteri,/,3,11/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291622,5.989651,A vue,Romarin,VRAI,769.77886962890625,Enna
Coléoptères,Minyops carinatus,/,3,11/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291622,5.989651,A vue,Au sol,VRAI,769.77886962890625,Enna
Orthoptères,Tetrix subulata,Tetrix riverain,7,13/03/2021,3,03Mars,Hautes-Alpes,La Roche-des-Arnauds,44.569564,5.97438,A vue,Au sol,FAUX,964.38165283203125,Enna
Rhopalocères,Nymphalis polychloros,Grande tortue,7,13/03/2021,3,03Mars,Hautes-Alpes,La Roche-des-Arnauds,44.570097,5.974541,A vue,Ripisylve,FAUX,969.16827392578125,Enna
Rhopalocères,Pontia daplidice,Marbré de vert,7,13/03/2021,3,03Mars,Hautes-Alpes,La Roche-des-Arnauds,44.572184,5.981587,A vue,Prairie,FAUX,983.72467041015625,Enna
Coléoptères,Exochomus quadripustulatus,Coccinelle à virgule,7,13/03/2021,3,03Mars,Hautes-Alpes,La Roche-des-Arnauds,44.570227,5.97456,Battage,Genévrier,FAUX,971.5799560546875,Enna
Hémiptères,Geocoris erythrocephalus,Géocore à tête rouge,7,13/03/2021,3,03Mars,Hautes-Alpes,La Roche-des-Arnauds,44.572184,5.981587,Battage,Chêne,VRAI,983.72467041015625,Enna
Coléoptères,Tropinota hirta,/,7,13/03/2021,3,03Mars,Hautes-Alpes,La Roche-des-Arnauds,44.570296,5.973615,A vue,Véronique,FAUX,975.94842529296875,Enna
Hyménoptères,Cynips quercusfolii,/,7,13/03/2021,3,03Mars,Hautes-Alpes,La Roche-des-Arnauds,44.572184,5.981587,Battage,Chêne,VRAI,983.72467041015625,Enna
Orthoptères,Acrotylus insubricus,OEdipode grenadine,4,14/03/2021,3,03Mars,Alpes-de-Haute-Provence,Forcalquier,43.977722,5.778355,A vue,Au sol,FAUX,665.767822265625,Enna
Hémiptères,Tettigometra griseola,/,4,14/03/2021,3,03Mars,Alpes-de-Haute-Provence,Forcalquier,43.977722,5.778355,Battage,Chêne,VRAI,665.767822265625,Enna
Hétérocères,Orthosia gothica,Gothique,4,14/03/2021,3,03Mars,Alpes-de-Haute-Provence,Forcalquier,43.977722,5.778355,Fauchage,Pelouse,VRAI,665.767822265625,Enna
Hétérocères,Synopsia sociaria,Boarmie compagne,4,14/03/2021,3,03Mars,Alpes-de-Haute-Provence,Château-Arnoux-Saint-Auban,44.099375,6.017029,Fauchage,Armoise,VRAI,435.9782409667969,Enna
Coléoptères,Scymnus subvillosus,/,1,18/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.291361,5.994586,Fauchage,Prairie,VRAI,790.88702392578125,Enna
Rhopalocères,Callophrys rubi,Argus vert,7,20/03/2021,3,03Mars,Alpes-de-Haute-Provence,Volonne,44.106314,6.02243,A vue,Garrigue,FAUX,537.9774169921875,Enna
Rhopalocères,Glaucopsyche melanops,Azuré de la Badasse,7,20/03/2021,3,03Mars,Alpes-de-Haute-Provence,Volonne,44.106412,6.02261,A vue,Garrigue,FAUX,541.38385009765625,Enna
Rhopalocères,Pseudophilotes baton,Azuré du Thym,7,20/03/2021,3,03Mars,Alpes-de-Haute-Provence,Volonne,44.106314,6.02243,A vue,Garrigue,VRAI,537.9774169921875,Enna
Rhopalocères,Anthocharis euphenoides,Aurore de Provence,7,20/03/2021,3,03Mars,Alpes-de-Haute-Provence,Volonne,44.106412,6.02261,A vue,Garrigue,VRAI,541.38385009765625,Enna
Rhopalocères,Iphiclides podalirius,Flambé,7,20/03/2021,3,03Mars,Alpes-de-Haute-Provence,Volonne,44.10845,6.019662,A vue,Garrigue,FAUX,534.98162841796875,Enna
Rhopalocères,Lasiommata megera,Mégère,7,20/03/2021,3,03Mars,Alpes-de-Haute-Provence,Volonne,44.106314,6.02243,A vue,Garrigue,FAUX,537.9774169921875,Enna
